year,qid,base_labels
2014,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2014,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2015,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2015,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2016,learning_career,B25
2016,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2016,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2017,learning_career,B24
2017,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2017,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2018,learning_career,B24
2018,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2018,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2019,learning_career,B24
2019,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2019,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2020,learning_career,B24: Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2020,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2020,learning_career,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2021,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2022,learning_career,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2009,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2009,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2010,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2010,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2011,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2011,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2012,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2012,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2013,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2013,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2014,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2014,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2015,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2015,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2016,learning_performance,B23
2016,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2016,learning_performance,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2017,learning_performance,B22
2017,learning_performance,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2017,learning_performance,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
2018,learning_performance,B22
2018,learning_performance,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance
2018,learning_performance,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)
