obj,obj_class,obj_vals,stripped_vals
qm_2020_bm,tbl_df,E06_C. The culture in my area allows this kind of behaviour to continue (% prefer not to say),c. the culture in my area allows this kind of behaviour to continue (% prefer not to say)
qm_2020_bm,tbl_df,E06_D. I felt like I was punished for reporting the incident (% prefer not to say),d. i felt like i was punished for reporting the incident (% prefer not to say)
qm_2020_bm,tbl_df,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10, where 10 is 'completely satisfied')","overall, how satisfied are you with your life nowadays? (% rating 7-10, where 10 is 'completely satisfied')"
qm_2020_bm,tbl_df,"W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10, where 10 is 'worthwhile')","overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10, where 10 is 'worthwhile')"
qm_2020_bm,tbl_df,"W03. Overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')","overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')"
qm_2020_bm,tbl_df,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')","overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')"
qm_2020_bm,tbl_df,"J04B. In general, how would you rate your overall mental health now? (% rating 'excellent', 'very good' or 'good')","in general, how would you rate your overall mental health now? (% rating 'excellent', 'very good' or 'good')"
qm_2020_bm,tbl_df,"W05. In general, how would you rate your overall physical health now? (% rating 'excellent', 'very good' or 'good')","in general, how would you rate your overall physical health now? (% rating 'excellent', 'very good' or 'good')"
qm_2020_bm,tbl_df,W07. How often do you feel lonely? (% rating 'often or always'),how often do you feel lonely? (% rating 'often or always')
qm_2020_bm,tbl_df,W08. The people in my team genuinely care about my wellbeing (% rating 'strongly agree' or 'agree'),the people in my team genuinely care about my wellbeing (% rating 'strongly agree' or 'agree')
qm_2020_bm,tbl_df,Wellbeing: Proxy Stress Index (higher score = higher stress),proxy stress index
qm_2020_bm,tbl_df,Wellbeing: PERMA Index (higher score = high flourishing),perma index
qm_2020_dem,character,Count,count
qm_2020_dem,character,ees: Employee engagement index (B47 to B51) [2],employee engagement index
qm_2020_dem,character,"mw_p: My work theme score (% positive, B01 to B05) [3]","mw p: my work theme score (% positive, b01 to"
qm_2020_dem,character,"op_p: Organisational objectives and purpose theme score (% positive, B06 to B07) [3]","op p: organisational objectives and purpose theme score (% positive, b06 to"
qm_2020_dem,character,"lm_p: My manager theme score (% positive, B08 to B17) [3]","lm p: my manager theme score (% positive, b08 to"
qm_2020_dem,character,"mt_p: My team theme score (% positive, B18 to B20) [3]","mt p: my team theme score (% positive, b18 to"
qm_2020_dem,character,"ld_p: Learning and development theme score (% positive, B21 to B24) [3]","ld p: learning and development theme score (% positive, b21 to"
qm_2020_dem,character,"if_p: Inclusion and fair treatment theme score (% positive, B25 to B28) [3]","if p: inclusion and fair treatment theme score (% positive, b25 to"
qm_2020_dem,character,"rw_p: Resources and workload theme score (% positive, B29 to B34) [3]","rw p: resources and workload theme score (% positive, b29 to"
qm_2020_dem,character,"pb_p: Pay and benefits theme score (% positive, B35 to B37) [3]","pb p: pay and benefits theme score (% positive, b35 to"
qm_2020_dem,character,"lc_p: Leadership and managing change theme score (% positive, B38 to B46) [3]","lc p: leadership and managing change theme score (% positive, b38 to"
qm_2020_dem,character,HSE_index: Proxy Stress Index (higher score = higher stress),hse index: proxy stress index
qm_2020_dem,character,PERMA_index: PERMA Index (higher score = high flourishing),perma index: perma index
qm_2020_dem,character,B01: I am interested in my work (% strongly agree or agree),i am interested in my work
qm_2020_dem,character,B02: I am sufficiently challenged by my work (% strongly agree or agree),i am sufficiently challenged by my work
qm_2020_dem,character,B03: My work gives me a sense of personal accomplishment (% strongly agree or agree),my work gives me a sense of personal accomplishment
qm_2020_dem,character,B04: I feel involved in the decisions that affect my work (% strongly agree or agree),i feel involved in the decisions that affect my work
qm_2020_dem,character,B05: I have a choice in deciding how I do my work (% strongly agree or agree),i have a choice in deciding how i do my work
qm_2020_dem,character,B06: I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),i have a clear understanding of my organisation's objectives
qm_2020_dem,character,B07: I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),i understand how my work contributes to my organisation's objectives
qm_2020_dem,character,B08: My manager motivates me to be more effective in my job (% strongly agree or agree),my manager motivates me to be more effective in my job
qm_2020_dem,character,B09: My manager is considerate of my life outside work (% strongly agree or agree),my manager is considerate of my life outside work
qm_2020_dem,character,B10: My manager is open to my ideas (% strongly agree or agree),my manager is open to my ideas
qm_2020_dem,character,B11: My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),my manager helps me to understand how i contribute to my organisation's objectives
qm_2020_dem,character,"B12: Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)","overall, i have confidence in the decisions made by my manager"
qm_2020_dem,character,B13: My manager recognises when I have done my job well (% strongly agree or agree),my manager recognises when i have done my job well
qm_2020_dem,character,B14: I receive regular feedback on my performance (% strongly agree or agree),i receive regular feedback on my performance
qm_2020_dem,character,B15: The feedback I receive helps me to improve my performance (% strongly agree or agree),the feedback i receive helps me to improve my performance
qm_2020_dem,character,B16: I think that my performance is evaluated fairly (% strongly agree or agree),i think that my performance is evaluated fairly
qm_2020_dem,character,B17: Poor performance is dealt with effectively in my team (% strongly agree or agree),poor performance is dealt with effectively in my team
qm_2020_dem,character,B18: The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),the people in my team can be relied upon to help when things get difficult in my job
qm_2020_dem,character,B19: The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),the people in my team work together to find ways to improve the service we provide
qm_2020_dem,character,B20: The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),the people in my team are encouraged to come up with new and better ways of doing things
qm_2020_dem,character,B21: I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),i am able to access the right learning and development opportunities when i need to
qm_2020_dem,character,B22: Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),learning and development activities i have completed in the past 12 months have helped to improve my performance
qm_2020_dem,character,B23: There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),there are opportunities for me to develop my career in my organisation
qm_2020_dem,character,B24: Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),learning and development activities i have completed while working for my organisation are helping me to develop my career
qm_2020_dem,character,B25: I am treated fairly at work (% strongly agree or agree),i am treated fairly at work
qm_2020_dem,character,B26: I am treated with respect by the people I work with (% strongly agree or agree),i am treated with respect by the people i work with
qm_2020_dem,character,B27: I feel valued for the work I do (% strongly agree or agree),i feel valued for the work i do
qm_2020_dem,character,"B28: I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
qm_2020_dem,character,B29: I get the information I need to do my job well (% strongly agree or agree),i get the information i need to do my job well
qm_2020_dem,character,B30: I have clear work objectives (% strongly agree or agree),i have clear work objectives
qm_2020_dem,character,B31: I have the skills I need to do my job effectively (% strongly agree or agree),i have the skills i need to do my job effectively
qm_2020_dem,character,B32: I have the tools I need to do my job effectively (% strongly agree or agree),i have the tools i need to do my job effectively
qm_2020_dem,character,B33: I have an acceptable workload (% strongly agree or agree),i have an acceptable workload
qm_2020_dem,character,B34: I achieve a good balance between my work life and my private life (% strongly agree or agree),i achieve a good balance between my work life and my private life
qm_2020_dem,character,B35: I feel that my pay adequately reflects my performance (% strongly agree or agree),i feel that my pay adequately reflects my performance
